Time-step,Amplitude
256,0.0514802089819178
257,0.1498304456399827
258,0.4375139257206789
259,0.200189147046352
260,0.1812813859417081
261,0.10767923136526315
262,0.04260191828976877
263,0.08465860509859356
264,0.1476376768830893
265,0.11090733416890952
266,0.06350134134941074
267,0.18599558468158908
268,0.10321217263858307
269,0.015046447942103112
270,0.15071214398771482
271,0.1447495092188527
272,0.1701929185927615
273,0.15077877885424784
274,0.19214762843252256
275,0.16912254056383189
276,0.19854330440606807
277,0.11162449397479557
278,0.1377856924529079
279,0.13542454978541696
280,0.23818014802443507
281,0.0322802137992523
282,0.05587971729758911
283,0.06396440046619452
284,0.036445751783830076
285,0.08324077828625193
286,0.21993048338419238
287,0.22564461525203963
288,0.02894587306177244
289,0.24057692860516836
290,0.03229457459818262
291,0.16926642819986396
292,0.07788887706274401
293,0.22792052317606018
294,0.1413501151737233
295,0.18591992274224153
296,0.13737824835334947
297,0.07813455676448679
298,0.224998801928359
299,0.21423402981115217
300,0.21320339222825982
301,0.15956255712539674
302,0.2317179975115745
303,0.029054165475986105
304,0.17668016522630833
